source,country,query,title,company,location,salary_min,salary_max,description,created,scraped_at,country_name,skills,salary_avg
adzuna,fr,react developer,Formation formation react native développer des applications mobiles multiplateformes,ACCESS IT,"Villeneuve-d'Ascq, Lille",,,"A l’issue de la formation, l’apprenant sera capable de : Installer et configurer un projet React Native Développer des interfaces utilisateurs à base de composants Afficher des listes de données Collecter des données utilisateurs avec des formulaires Mettre en place la navigation dans l’application Implémenter des services d’accès aux serveurs de données Implémenter le design pattern FLUX avec Redux Ecrire des tests unitaires Accéder aux fonctions natives de l’appareil Optimiser, construire et …",2025-06-27 02:35:34+00:00,2025-06-30 19:53:46.052208,France,['React'],
adzuna,fr,react developer,FRONTEND DEVELOPER REACT TYPESCRIPT | CYBERSÉCURITÉ,Urban Linker,"Paris, Ile-de-France",,,"LA SOCIÉTÉ Société crée il y a 9 ans, cette startup française propose une suite logicielle souveraine de gestion des données sensibles, incluant mots de passe, fichiers et transferts sécurisés. Aujourd'hui, ils sont en pleine phase de croissance et ont de nombreux projets à venir. LE POSTE EN DÉTAIL : Tu rejoindras une équipe technique et produit composée d'une trentaine de personnes réparties en feature teams. Tu seras plus en lien avec les différentes équipes. Tu auras notamment pour mission …",2025-06-25 10:53:29+00:00,2025-06-30 19:53:46.052213,France,['React'],
adzuna,fr,react developer,Fullstack Developer .Net  React,Veepee,"Paris, Ile-de-France",,," JOB DESCRIPTION Today we're looking for a software engineer who will join a Connected commerce team. In connected commerce, ​​we work on different business units. On our side, we are managing the brands that want to integrate with us, provide us the catalog they own, providing us the stock and price, and finally receive the orders which they have to also manage and send to customers.  TASKS Develop new and redesign existing features of our products; Suggest interfaces and other possible improv…",2025-01-25 14:23:30+00:00,2025-06-30 19:53:46.052216,France,['React'],
adzuna,fr,react developer,Full Stack React and Java Developer,ASSYSTEM,France,,,"Company Description Assystem STUP employs 1500 engineers who provide support to clients in the transportation, urban development, decarbonised energy, and industrial and complex buildings markets. With its headquarters in Delhi, Assystem STUP also has a local presence throughout India with 9 offices spread across the country. Assystem STUP's teams have already been involved in many projects such as the construction of Dassault factories in Nagpur, preliminary studies of future EPR nuclear react…",2024-05-24 03:25:34+00:00,2025-06-30 19:53:46.052219,France,"['React', 'Java']",
adzuna,fr,react developer,CONCEPTION ET DÉVELOPPEMENT REACT NATIVE (IT),HIGHTEAM,"Ile-de-France, France",49000.0,53000.0,"Contexte : Dans le cadre du développement des applications mobiles du groupe, nous recherchons un(e) Développeur(se) React Native expérimenté(e) pour contribuer à la conception, au développement et à la maintenance des applications sur Android et iOS. Objectifs de la prestation :Le ou la prestataire interviendra sur les missions suivantes : Conception et développement des programmes React Native sur Android et iOS Rédaction des devis de chiffrage techniques Production des User Stories (US) et d…",2025-06-04 14:09:49+00:00,2025-06-30 19:53:46.052222,France,['React'],51000.0
adzuna,fr,react developer,FRONT END DEVELOPEMENT REACT-TYPESCRIPT (IT),HIGHTEAM,"Ile-de-France, France",40000.0,45000.0,"DSI des Directions Centrales du Groupe en mettant en ?uvre des solutions mutualisées au sein des filière Finance, Risques, RH, Conformité L'entité est responsable de la maîtrise d??uvre et de la maîtrise d?ouvrage fonctionnelle des applications de la filière Risque relatives au calcul de risque de crédit, au suivi des dossiers de crédit et à la consolidation des provisions. Le bénéficiaire souhaite mettre en oeuvre plusieurs évolutions de son socle technique. Ainsi qu'une nouvelle plateforme de…",2025-06-29 03:10:20+00:00,2025-06-30 19:53:46.052226,France,['React'],42500.0
adzuna,fr,react developer,[CDI] Senior Full Stack Developer (React Native/React/Node.js) - Mobilité - 2 jours remote/s,Urban Linker,France,,,"Si tu as envie de challenge et de rejoindre une PME en croissance dans le secteur de la mobilité en tant que Senior Full Stack Developer (React Native/React/Node.js), je te mets les informations principales ici et avec plaisir pour discuter de cette opportunité plus en détails. > PME d'une 50aine de personnes > Equipe tech de 6 personnes > 55-70 k€ (fixe) > A partir de 5 années d'expérience PROFESSIONNELLE en développement avec JS/TS > Maîtrise de React Native et du développement mobile > Expér…",2025-06-05 09:20:57+00:00,2025-06-30 19:53:46.052229,France,"['JavaScript', 'React', 'Node.js']",
adzuna,fr,react developer,Senior Software Developer Python/React,Bluecoders,"8ème Arrondissement, Paris",65000.0,75000.0,"Description du poste Ils recherchent leur prochain Développeur Full Stack Python/React Senior pour rejoindre l’équipe technique en charge d'un des modules du produit pour le faire évoluer.  Les missions Contribuer à l’évolution technique et à l’ industrialisation du module bannières Travailler à l’échelle : fiabilité, performance, sécurité Participer à la mise en place de fonctionnalités innovantes (génération automatique de scénarios, remédiation, intégration IA…) Être force de proposition sur…",2025-05-06 14:55:52+00:00,2025-06-30 19:53:46.052232,France,"['Python', 'React']",70000.0
adzuna,fr,react developer,Senior Fullstack Developer React/Node (Back-end),Flynt,"2ème Arrondissement, Paris",,,"En collaboration avec l’équipe Produit, l’équipe Tech de Flynt a pour objectif de développer un produit intuitif, fiable et sécurisé pour nos utilisateurs. Aujourd’hui notre équipe technique est constituée d’Amélie Lead Dév et de 3 profils fullstacks intermédiaire. Nous cherchons à renforcer l’équipe avec un profil Senior Fullstack qui a une forte appétence pour le développement Backend / Devops depuis nos bureaux au plein centre de Paris. Voici quelles seront tes missions principales : Partici…",2025-02-02 14:26:10+00:00,2025-06-30 19:53:46.052235,France,"['React', 'Node.js']",
adzuna,fr,react developer,Fullstack Developer (.NetCore/React) - Permanent,Veepee,"Paris, Ile-de-France",,," JOB DESCRIPTION Today we're looking for a software engineer who will join the veepeeTech Supply team. The mission of the supply team is to provide tools to manage the entire supply chain flow. As a developer on the team, your main role is to develop the product's features according to business needs. You will work closely with the Lead Developer, the Product Owner, the developers, the QAs, and the SREs.  TASKS Develop new and redesign existing features of our products; Suggest interfaces and o…",2024-12-21 13:56:23+00:00,2025-06-30 19:53:46.052242,France,['React'],
adzuna,fr,react developer,Developpement Java- React - AWS (IT),HIGHTEAM,"Ile-de-France, France",46000.0,54000.0,"La prestation concerne le développement Java (front et back) d'applications. Elle inclut : Le choix d?architecture La conception et le développement de nouvelles fonctionnalités, ainsi que la correction d?anomalies La participation au processus de développement agile La mise en place de tests unitaires et d?intégration Le support technique La mise en production et le suivi de l?application La veille technologique Le suivi des dettes techniques et de la sécurité du code développé",2025-06-04 14:09:50+00:00,2025-06-30 19:53:46.052246,France,"['React', 'Java']",50000.0
adzuna,fr,react developer,Lead Developer Java / React (IT),Management Square,"Deux-Sèvres, Nouvelle-Aquitaine",400.0,430.0,Notre client recherche un profil lead dev pour accompagner son chef de projet pour l'équipe MCO. Cette équipe à vocation à apporter une expertise technique afin de résoudre les problématiques récurrentes de notre système d'information dans un troisième niveau d'escalade. Principales Missions : Analyser et développer des correctifs techniques pour les incidents les plus complexes. Guider et accompagner l'équipe de développement dans la résolution des problèmes techniques ardus. Challenger et val…,2025-06-16 14:32:03+00:00,2025-06-30 19:53:46.052249,France,"['React', 'Java']",415.0
adzuna,fr,react developer,Développeur Web Full Stack H/F,Ubicentrex,"Bas-Rhin, Grand-Est",35000.0,40000.0,"Intégré au sein de notre équipe de développement et sous la responsabilité de la responsable du service, tu auras pour missions : - Développer des solutions spécifiques commandées par nos clients - Développer et améliorer notre système de téléphonie IP - Développer et améliorer notre application mobile (React Native) - Développer de nouvelles fonctionnalités/produits telles que l'IA et une nouvelle application mobile - Améliorer nos solutions existantes pour les permanences téléphoniques et pou…",2025-06-24 07:29:59+00:00,2025-06-30 19:53:46.052252,France,[],37500.0
adzuna,fr,react developer,Consultant Front React,WHIZE,"Neuilly-sur-Seine, Nanterre",,,"Welcome To The World Of Whizdom ! Offre d’emploi pour un CDI : Consultant Front React WHIZE est spécialisée dans le développement de solutions sur mesure en architecture Serverless (Azure, Amazon WS, Google CP) et de solutions basées sur l'écosystème Microsoft 365 (SharePoint, Teams, Power Platform). Vos missions: Développement des demandes formulés par les équipes métiers, Rédaction des spécifications techniques, Support et maintenance évolutive, Livraison des différentes MVP selon le planning…",2025-06-22 05:43:19+00:00,2025-06-30 19:53:46.052255,France,['React'],
adzuna,fr,react developer,Senior Full Stack Developer React Js H/F,OVHCloud,"Roubaix, Lille",,,"Senior Full stack Developer React JS H/F/N Au sein de votre équipe OneTeam - En tant que Développeur Fullstack Senior/Expert, vous serez un acteur clé dans le développement de l'espace client, de ses des produits et services, et dans l'évolution de notre stack technique. - Vous travaillerez en étroite collaboration avec des équipes pluridisciplinaires dans un environnement agile structuré en product teams. Vos principales responsabilités - Concevoir et développer des solutions de bout en bout, …",2025-04-15 05:41:44+00:00,2025-06-30 19:53:46.052258,France,"['JavaScript', 'React']",
adzuna,fr,react developer,Ingénieur Etudes et Développement React JS (H/F),Oolink,"Paris, Ile-de-France",,,"Nous recherchons un bIngénieur Etudes et Développement React JS (H/F)/b pour notre client grand compte situé dans le département suivant : bParis/b bDescription du poste :/b Ayant de solides connaissances de ReactJS, vous participez au développement et au maintien en condition opérationnelle d&039;applications destinées au Système d&039;Information. bVous aurez pour missions : /b ♦ Développer les nouvelles versions de nos produits (JS / React JS) ♦ Participer aux spécifications, en lien avec le…",2023-11-08 10:18:50+00:00,2025-06-30 19:53:46.052261,France,"['JavaScript', 'React']",
adzuna,fr,react developer,Ingénieur Développement React.Js - Node.Js H/F,AK Recrutement,"Rhône, Auvergne-Rhône-Alpes",35000.0,50000.0,"Notre client est une agence d'e-commerce dans le tourisme à taille humaine. Au sein de l'équipe Edition, vous serez en charge du développement des outils de ventes (Widget, Tunnel et Paiement) et de toutes les passerelles nécessaires à l'interconnexion à la place de marché avec les systèmes d'information des acteurs du tourisme. Vous serez en charge de la conception et du développement d'une brique technologique (Widget, passerelle) en relation avec le reste de l'équipe pour étendre les fonctio…",2025-06-28 08:06:29+00:00,2025-06-30 19:53:46.052265,France,"['JavaScript', 'React', 'Node.js']",42500.0
adzuna,fr,react developer,Ingénieur études & Développement React & Angular JS F/H,Solutec,"Toulouse, Haute-Garonne",,,"Vous cherchez à rejoindre une équipe dynamique sur Toulouse ? Travailler dans un environnement Start Up avec les avantages d'une structure en pleine croissance telle que SOLUTEC ? Alors ce poste est fait pour vous ! Nous recherchons un(e) ingénieur d'études et développement (H/F) sur les technologies JavaScript (AngularJS et/ou ReactJS). Dans un environnement de défis quotidiens, vous devrez concevoir et réaliser des applicatifs robustes, maintenables et performants. En tant qu'Ingénieur d'étud…",2025-06-24 08:19:59+00:00,2025-06-30 19:53:46.052268,France,"['JavaScript', 'React']",
adzuna,fr,react developer,Senior Fullstack Developer - React JS H/F/N,OVHCloud,France,,,"OVHcloud Vous voulez contribuer à des projets uniques pour construire ensemble le cloud libre ? Allons-y! Chez OVHcloud, nous sommes animés par la même volonté, celle de construire l’avenir ensemble pour défendre la liberté d’innover. OVHcloud est un acteur mondial et le leader européen du Cloud opérant plus de 450 000 serveurs dans 43 centres de données sur 4 continents à destination de 1,6 million de clients dans plus de 140 pays. Fer de lance d'un Cloud de confiance et pionnier d'un Cloud du…",2025-06-19 10:25:38+00:00,2025-06-30 19:53:46.052271,France,"['JavaScript', 'React']",
adzuna,fr,react developer,Ingénieur Études & Développement React & Angular Js H/F,Solutec,"Rangueuil, Toulouse",,,"Vous cherchez à rejoindre une équipe jeune et dynamique sur Toulouse ? Travailler dans un environnement Start Up avec les avantages d'une structure en pleine croissance telle que SOLUTEC ? Alors ce poste est fait pour vous ! Nous recherchons un(e) ingénieur d'études et développement (H/F) sur les technologies JavaScript (AngularJS et/ou ReactJS). Dans un environnement de défis quotidiens, vous devrez concevoir et réaliser des applicatifs robustes, maintenables et performants. En tant qu'Ingénie…",2025-06-21 07:57:58+00:00,2025-06-30 19:53:46.052277,France,"['JavaScript', 'React']",
adzuna,fr,react developer,Lead developer Front React - CDI - Paris,N.A.S.H,"8ème Arrondissement, Paris",,,"Nous recherchons un Lead Dev Front End React JS en CDI pour un de nos clients avec les caractéristiques suivantes : Expérience de 5 à 10 ans, disposant d'un diplôme d'ingénieur, d'une expérience préalable en startup. 1 jour TT par semaine Lieu : Paris Le Projet : Réinventez vos opérations avec simplicité grâce à l'IA ! Comment une entreprises peut-elle gérer, suivre et optimiser ses processus opérationnels afin d'accélérer sa croissance ? Notre client développe une plateforme de gestion integré…",2023-12-19 20:22:40+00:00,2025-06-30 19:53:46.052280,France,['React'],
adzuna,fr,react developer,Developer fullstacks React Node H/F,Jobglober,"1er Arrondissement, Paris",50000.0,55000.0,Vos missions : - participer au développement de composants d’interface utilisateur et les implémenter en suivant les design patterns de React. - Participer à l’élaboration de processus ETL -Developper l’algorithmique destinée à l’analyse / consolidation de données - Assurer que ces composants et l’application globale sont robustes et faciles à maintenir,2025-05-23 21:45:04+00:00,2025-06-30 19:53:46.052284,France,"['React', 'Node.js']",52500.0
adzuna,fr,react developer,Fullstack Developer - C# & React - multiple openings,Shift Technology,"Paris, Ile-de-France",,,"The future of insurance starts with AI. To date, Shift Technology's AI-powered products have benefitted more than 300 million policyholders globally by reducing underwriting risk, identifying more fraud, and automating critical tasks throughout the claims process. Shift harnesses the power of AI to enable the world’s leading insurance organizations to make better decisions. Our products help insurers improve operational efficiency, reduce costs, and deliver superior customer experiences to thei…",2024-07-30 23:52:29+00:00,2025-06-30 19:53:46.052288,France,['React'],
adzuna,fr,react developer,Fullstack developer NodeJS - React H/F,Team Is,"17ème Arrondissement, Paris",60000.0,100000.0,"Présentation de la société Lancé en 2021, Team.is est u ne start-up de recrutement spécialisée dans la chasse et le recrutement de profils IT, Digital, Ingénierie & Supply Chain. Team.is c'est avant tout une entreprise à taille humaine animée par la passion du recrutement ! Team.is possède l’expertise et l’énergie pour s’attaquer à n’importe quel défi. Mais nous ne sommes pas des robots du recrutement. Nous sommes des consultants qui vivent et respirent ce que nous faisons ! Nous sommes détermi…",2025-06-16 22:09:21+00:00,2025-06-30 19:53:46.052291,France,"['JavaScript', 'React', 'Node.js']",80000.0
adzuna,fr,react developer,Ingénieur développement Java React H/F,Reboot Conseil,"Bas-Rhin, Grand-Est",,,"cabinet de conseil à la culture atypique : ouverte, collaborative, innovante, libre et transparente ! Notre culture repose sur trois piliers : - L'Autogouvernance : chaque entité a ses propres processus de gouvernance - La Plénitude : le fait d'être soi-même au travail sans masque social - La Raison d'être évolutive : notre entreprise est composée de personnes qui ont à leur disposition tous les éléments afin de prendre des initiatives, ce sont les Rebooters qui font évoluer l'entreprise. Nos m…",2025-05-12 19:47:04+00:00,2025-06-30 19:53:46.052294,France,"['React', 'Java']",
adzuna,fr,react developer,Ingénieur Développement Java React H/F,Reboot Conseil,"Bas-Rhin, Grand-Est",,,"As a backend developer, you will reinforce a development team with the contribution of your competence and expertise in the design, development, deployment, and validation of industrial software in a multi-product environment. You will work in an international and multicultural team. Profil : Must Have : Proficiency in English is essential. 5 years of experience as a backend or full stack development engineer (Java, React JS/TS) preferably in biopharmaceutical environment. You have significant …",2025-05-13 07:02:46+00:00,2025-06-30 19:53:46.052297,France,"['React', 'Java']",
adzuna,fr,react developer,Fullstack Developer Nodejs - React H/F,Team.is,"Paris, Ile-de-France",60000.0,100000.0,"En postulant à cette offre vous aurez l'opportunité de rejoindre une société qui développe des technologies d'analyse vidéo automatisée, basées sur l'intelligence artificielle. L'objectif est de proposer des outils d'IA performants et responsables, conçus pour répondre aux enjeux de sécurité et de souveraineté numérique. Ils recherchent actuellement un Développeur Fullstack Node JS - React H/F. Vos missions, si vous les acceptez : - Concevoir, développer et gérer des fonctionnalités complètes p…",2025-06-29 07:41:06+00:00,2025-06-30 19:53:46.052300,France,"['JavaScript', 'React', 'Node.js']",80000.0
adzuna,fr,react developer,Senior Front-End Developper | React | GreenTech | Paris | Remote flexible,Octopus IT,"8ème Arrondissement, Paris",,,"La société Cette start-up/scale-up innovante dévouée à la préservation de notre environnement. Leur mission est de mettre la technologie au service de la durabilité, en aidant les individus, les entreprises et les collectivités à réduire leur empreinte écologique. Grâce à leurs solutions intelligentes et connectées, les utilisateurs peuvent aisément surveiller et mesurer leur consommation d'énergie, leurs émissions de CO2, ainsi que leur utilisation des ressources naturelles. Leur plateforme co…",2024-04-16 19:59:39+00:00,2025-06-30 19:53:46.052303,France,['React'],
adzuna,fr,react developer,Senior Frontend Developer React - Nextjs - CDI - Paris H/F,Papernest,"19ème Arrondissement, Paris",,,"Cette année, cela fait déjà 10 ans que nous avons lancé l'idée qu'il est possible de simplifier la vie de nos clients en leur offrant une solution innovante permettant de souscrire, gérer et changer facilement tous types de contrats via une plateforme unique et intuitive. Nous avons entre-temps accompagné plus de 2 millions de clients en France, en Espagne et en Italie, tout en investissant dans de nouvelles verticales, nous positionnant ainsi comme une scale up hautement performante, innovante…",2025-05-15 05:36:12+00:00,2025-06-30 19:53:46.052306,France,"['JavaScript', 'React']",
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Vitry-sur-Seine, Créteil",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:55+00:00,2025-06-30 19:53:46.052309,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Boulogne-Billancourt, Hauts-de-Seine",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:55+00:00,2025-06-30 19:53:46.052313,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Saint-Denis, Seine-Saint-Denis",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:55+00:00,2025-06-30 19:53:46.052316,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Paris, Ile-de-France",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:54+00:00,2025-06-30 19:53:46.052319,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Montreuil, Pas-de-Calais",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:54+00:00,2025-06-30 19:53:46.052322,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Courbevoie, Nanterre",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:55+00:00,2025-06-30 19:53:46.052325,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Aubervilliers, Saint-Denis",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:54+00:00,2025-06-30 19:53:46.052328,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Asnières-sur-Seine, Nanterre",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:55+00:00,2025-06-30 19:53:46.052331,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Issy-les-Moulineaux, Boulogne-Billancourt",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:55+00:00,2025-06-30 19:53:46.052334,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K - H/F,OCTOPUS IT,"Levallois-Perret, Nanterre",90000.0,90000.0,"Le poste Python / Agile Lead Developer Frontend, Lead Developer Backend, Frontend Developer, Développeur Frontend, Full Stack Developer / CDI / Environ 90k€ / 7 / Paris Le poste En évoluant sur le poste de Lead dev, vous allez être amené à aider les entreprises à protéger efficacement leurs infrastructures. Plus précisément, voici vos missions : Contribuez à une culture d’ingénierie où la passion pour l’innovation et l’excellence technique est au cœur du quotidien Travaillerez avec une équipe d…",2025-06-03 13:11:55+00:00,2025-06-30 19:53:46.052338,France,"['Python', 'React']",90000.0
adzuna,fr,react developer,Développeur Full Stack .NET / React,CITECH,"Nice, Alpes-Maritimes",,,"Description du poste Vos missions principales : Concevoir et développer les interfaces utilisateur en React Développer les microservices back-end en .NET Core Participer au découpage technique et à l’architecture de l’application Contribuer à l’intégration continue, aux tests et à la qualité logicielle Collaborer étroitement avec les UX/UI, architectes et CI/CD internes Être force de proposition sur les choix techniques",2025-06-17 07:07:32+00:00,2025-06-30 19:53:46.052341,France,['React'],
adzuna,fr,react developer,Fullstack Developer (.Net Core / React),Veepee,"Paris, Ile-de-France",,," JOB DESCRIPTION Today we're looking for a software engineer who will join the Merchant Procurement Team. Merchant Procurement mission is to have the right quantity of goods at the proper place, time, and quality. Here are some examples of the features developed by the team: - Generate Purchase Orders and be the referential of Purchase Orders. - Make appointments with our suppliers to deliver goods to our warehouses. - Monitor receipt of goods in warehouses. As a developer on the team, your mai…",2025-03-21 11:52:53+00:00,2025-06-30 19:53:46.052344,France,['React'],
adzuna,fr,react developer,Développeur Frontend React (IT),Orcan Intelligence,"Paris, Ile-de-France",400.0,520.0,"Orcan recherche pour l?un de ses clients un Développeur Frontend React. Missions Développement React : Concevoir et développer des applications React de haute qualité, en vous appuyant sur notre Design System et la librairie de composants Web. Nouvelles Fonctionnalités & UX : Implémenter de nouvelles fonctionnalités avec une attention minutieuse aux détails visuels et à l'expérience utilisateur. Collaboration Transverse : Collaborer étroitement avec les équipes backend pour garantir des interfa…",2025-06-17 14:43:21+00:00,2025-06-30 19:53:46.052347,France,['React'],460.0
adzuna,de,python developer,Junior Python Developer,LanceSoft Europe,Deutschland,,,"Job Title: Junior Python Developer Duration: 5 Months Contract Location: Herzogenaurach, Germany - 40% onsite 60% remote Job Description: Implementation of specified pipelines to process raw data from the lab equipment. This will be done in Python, depending on the computational complexity, some C/C++ code might be required or needs to be integrated. Processing and analysis of complex time-series data. Conversion of data into different coordinate systems Re-sampling of data in case of sampling …",2025-06-27 08:24:12+00:00,2025-06-30 19:53:48.730286,Germany,['Python'],
adzuna,de,python developer,Junior Python Developer,Salt,Deutschland,,,"Salt is currently hiring a Junior Python Developer, for a client of ours in Germany. The role is freelance, and 6 months. 2 days in the office a week. Someone who can start ASAP. Job description Implementation of specified pipelines to process raw data from the lab equipment. This will be done in Python, depending on the computational complexity, some C/C++ code might be required or needs to be integrated. Processing and analysis of complex time-series data. Conversion of data into different co…",2025-06-28 09:16:17+00:00,2025-06-30 19:53:48.730303,Germany,['Python'],
adzuna,de,python developer,Senior Python Developer (Principal Track),Grandperspective GmbH,"Teltow, Potsdam-Mittelmark (Kreis)",,,"About the Company Grandperspective is dedicated to reducing harmful gas emissions in the chemical industry by developing cutting-edge remote sensing technology. Our work integrates optical spectroscopy, industrial IoT, data science, and machine learning. Based in Berlin Teltow, we require team collaboration in our office at least one day a week, with flexible remote options for the rest of the week. About the Role Your job in the software team will be to build robust software for analyzing our …",2025-06-04 09:22:37+00:00,2025-06-30 19:53:48.730307,Germany,['Python'],
adzuna,de,python developer,Cloud-Native Python Developer,iO Associates - UK/EU,Deutschland,,,"Location: Munich, Germany (with flexible/hybrid work options) Contract Duration: 12 months About the Role We are seeking a contract Cloud-Native Python Developer to join our team for a 12-month project focused on digital healthcare innovation. You will develop secure, scalable cloud solutions for the German medical sector, ensuring compliance with local and EU regulations. Key Responsibilities Develop cloud-native medical applications using Python 3.11 and frameworks like FastAPI or Django Buil…",2025-06-18 15:01:31+00:00,2025-06-30 19:53:48.730311,Germany,['Python'],
adzuna,de,python developer,Python Developer - Smart Building Solutions (m/w/d),Recogizer Group GmbH,"Bonn, Nordrhein-Westfalen",,,"Wir sind ein GreenTech-Unternehmen aus Bonn und Pionier für selbstlernende Gebäudelösungen. Mit künstlicher Intelligenz bringen wir Gebäude auf Kurs in Richtung Nachhaltigkeit. Immobilien sparen mit unserer innovativen Lösung ganz von alleine Energie und CO2. Wir haben viel vor, wachsen kontinuierlich, und freuen uns auf tatkräftige Unterstützung. Entwicklung und Pflege von robusten Python-Paketen , die Daten- und Businesslogik für Energiekontrollsysteme und die Optimierung des Gebäudebetriebs …",2025-06-21 02:25:14+00:00,2025-06-30 19:53:48.730315,Germany,['Python'],
